instance algorithm localsearch alpha beta rho ants q0 rasrank elitistants nnls dlb val
121 mmas 2 2.78 8.1 0.15 79 NA NA NA 7 1 33540562
121 as 1 0.26 7.23 0.27 87 NA NA NA 37 0 33989140
121 ras 2 3.16 9.92 0.2 57 NA 57 NA 7 0 33285006
121 eas 2 1.5 7.85 0.77 27 NA NA 524 17 1 32774700
121 mmas 2 3.75 6.09 0.26 7 NA NA NA 29 1 32707643
121 eas 0 4.95 3.52 0.13 89 NA NA 246 NA NA 45436003
121 mmas 1 4.54 7.79 0.1 46 NA NA NA 14 0 33221609
121 eas 3 2.13 5.17 0.19 50 NA NA 35 40 0 32934648
121 mmas 0 1.08 5.71 0.42 75 NA NA NA NA NA 38377625
121 ras 2 0.26 3.45 0.4 56 NA 68 NA 47 1 34012654
121 ras 1 3.41 0.17 0.21 32 NA 51 NA 25 0 33323202
121 as 1 0.4 6.73 0.07 47 NA NA NA 17 1 34119222
121 acs 1 1.23 3.96 0.55 51 0.27 NA NA 32 0 33676190
121 eas 1 2.92 0.23 0.77 10 NA NA 720 37 1 34962744
121 acs 1 4.95 3.56 0.61 41 0.21 NA NA 24 1 32993640
121 mmas 0 1.08 2.88 0.87 59 NA NA NA NA NA 44440251
121 ras 2 2.18 0.76 0.33 8 NA 79 NA 20 0 33273173
121 acs 2 2.91 5.48 0.65 64 0.22 NA NA 13 0 32968020
121 mmas 1 2.3 0.42 0.04 98 NA NA NA 40 1 35042443
121 mmas 3 2.57 0.66 0.43 29 NA NA NA 5 1 32747764
121 as 3 0.17 9.15 0.01 54 NA NA NA 37 0 33162802
121 eas 3 0.57 1.3 0.15 66 NA NA 23 24 0 33341705
121 mmas 3 4.02 6.16 0.22 34 NA NA NA 21 1 32482507
121 mmas 2 3.46 5.99 0.23 38 NA NA NA 9 0 33019783
121 acs 3 4.81 4.91 0.01 31 0.98 NA NA 16 0 32655175
121 mmas 0 2.53 9.1 0.83 55 NA NA NA NA NA 38800874
121 acs 0 2.51 7.91 0.85 41 0.38 NA NA NA NA 39734169
121 eas 0 3.21 3.46 0.89 93 NA NA 546 NA NA 46860044
121 eas 2 3.62 8.55 0.88 85 NA NA 539 35 0 33140200
121 as 1 4.43 2.98 0.92 69 NA NA NA 10 0 33128276
121 mmas 2 3.59 6.03 0.81 16 NA NA NA 11 0 33486248
121 mmas 0 4.39 7.08 0.06 9 NA NA NA NA NA 38564547
121 acs 3 4.87 6.81 0.53 78 0.28 NA NA 15 0 32834262
121 acs 0 4.3 2.69 0.63 94 0.58 NA NA NA NA 43750404
121 as 2 2.47 6.49 0.66 14 NA NA NA 34 0 33077041
121 mmas 0 2.73 7.06 0.05 96 NA NA NA NA NA 39858766
121 as 1 2.82 6.3 0.18 67 NA NA NA 13 0 33531229
121 eas 2 0.11 1.95 0.4 8 NA NA 162 19 1 34402461
121 eas 2 1.27 8.26 0.55 76 NA NA 119 40 1 33340175
121 as 3 2.76 2.79 0.75 6 NA NA NA 31 1 32539515
121 ras 0 2.16 7.63 0.61 34 NA 98 NA NA NA 39017366
121 acs 2 3.46 1.93 0.51 77 0.28 NA NA 49 1 33241563
121 eas 2 2.92 1.26 0.29 92 NA NA 16 41 0 33138830
121 as 1 1.32 9.42 0.03 67 NA NA NA 42 1 33839536
121 mmas 3 3.24 2.59 0.27 63 NA NA NA 42 0 33343687
121 eas 0 1.01 8.11 0.69 32 NA NA 22 NA NA 38657805
121 acs 1 3.93 9.88 0.1 8 0.88 NA NA 43 0 32769985
121 mmas 0 0.31 1.63 0.69 10 NA NA NA NA NA 51940189
121 eas 1 2.09 6.29 0.59 10 NA NA 73 44 0 32996396
121 as 1 0.36 2.39 0.71 30 NA NA NA 33 0 34497161
121 mmas 2 0.67 7.84 0.39 100 NA NA NA 24 0 33355357
121 acs 3 2.01 4.19 0.46 58 0.97 NA NA 28 0 32762387
121 mmas 2 3.03 9.41 0.84 43 NA NA NA 21 1 33235269
121 mmas 1 1.21 4.44 0.57 84 NA NA NA 18 1 33303720
121 acs 0 1.64 4.54 0.94 24 0.85 NA NA NA NA 39140937
121 eas 0 4.97 5.64 0.85 90 NA NA 255 NA NA 41804180
121 as 1 3.07 5.09 0.18 20 NA NA NA 22 0 33404821
121 as 2 3.67 3.18 0.12 72 NA NA NA 22 0 33090258
121 ras 2 3.76 6.57 0.56 93 NA 45 NA 27 1 32895458
121 ras 1 0.25 0.41 0.4 6 NA 67 NA 12 0 34946226
121 eas 1 2.12 0.95 0.05 18 NA NA 208 29 0 33516690
121 as 1 1.86 7.13 0.35 28 NA NA NA 29 0 33571382
121 eas 2 1.33 9.81 0.53 57 NA NA 703 33 1 33264970
121 as 1 2.72 0.36 0.23 44 NA NA NA 33 0 33443568
121 as 3 4.64 1.6 0.21 26 NA NA NA 31 1 32576249
121 acs 2 0.48 8.96 0.6 100 0.83 NA NA 23 1 33551681
121 eas 0 1.63 3.17 0.13 58 NA NA 108 NA NA 40856340
121 as 0 4.15 9.39 0.76 66 NA NA NA NA NA 38219724
121 mmas 1 3.52 2.44 0.67 76 NA NA NA 31 0 33323082
121 ras 0 3.68 8.17 0.78 81 NA 83 NA NA NA 38747820
121 ras 1 2.5 9.52 0.56 74 NA 1 NA 12 1 32969058
121 ras 0 2.24 9.98 0.01 22 NA 30 NA NA NA 38276894
121 acs 3 3.68 3.2 0.95 55 0.17 NA NA 31 1 32797151
121 as 3 0.26 9.01 0.46 33 NA NA NA 37 0 33135550
121 acs 1 1.44 6.9 0.18 66 0.97 NA NA 49 1 33396924
121 acs 2 3.15 4.02 0.69 76 0.82 NA NA 23 0 32758419
121 ras 2 0.19 1.97 0.81 90 NA 65 NA 44 0 34038761
121 as 1 2.27 5.95 0.15 34 NA NA NA 20 0 33567695
121 ras 0 2.34 5.03 0.25 5 NA 64 NA NA NA 43517964
121 as 3 3.42 6.06 0.73 55 NA NA NA 23 0 32888645
121 eas 0 4.3 8.41 0.54 21 NA NA 605 NA NA 40835793
121 as 2 0.71 5.47 0.1 56 NA NA NA 37 0 33500724
121 acs 2 4.68 3.13 0.8 32 0.33 NA NA 30 1 32711754
121 as 0 3.58 2.93 0.61 29 NA NA NA NA NA 39941551
121 ras 3 1.84 6.44 0.05 92 NA 37 NA 36 1 32950440
121 mmas 1 2.1 8.63 0.65 30 NA NA NA 50 1 32818178
121 eas 3 2.84 8.23 0.75 100 NA NA 297 22 0 32883383
121 mmas 0 4.08 6.61 0.73 38 NA NA NA NA NA 39982861
121 acs 1 2.94 7.03 0.15 68 0.56 NA NA 34 0 33250829
121 mmas 2 5.0 1.32 0.75 5 NA NA NA 41 0 33988575
121 eas 0 4.76 7.18 0.72 66 NA NA 414 NA NA 40539047
121 acs 1 4.53 1.01 0.63 91 0.67 NA NA 10 1 33893826
121 eas 1 1.57 7.5 0.42 56 NA NA 507 14 1 33197971
121 acs 1 2.23 7.29 0.11 50 0.94 NA NA 24 1 33415281
121 ras 0 1.58 4.93 0.26 66 NA 3 NA NA NA 39389117
121 acs 0 2.45 5.97 0.19 8 0.78 NA NA NA NA 38691122
121 mmas 3 3.83 8.56 0.07 80 NA NA NA 28 0 33030055
121 mmas 1 1.13 7.09 0.12 49 NA NA NA 7 1 34170614
121 mmas 3 3.32 7.45 0.21 64 NA NA NA 31 1 33042188
121 acs 2 2.59 6.24 0.41 46 0.56 NA NA 30 0 32703722
121 as 3 4.04 6.38 0.68 43 NA NA NA 13 0 32751232
121 mmas 0 2.54 9.7 0.54 51 NA NA NA NA NA 37785307
121 ras 3 1.89 3.38 0.11 23 NA 77 NA 24 0 32852021
121 acs 2 1.21 2.52 0.13 21 0.32 NA NA 7 0 33174178
121 eas 1 0.99 2.11 0.63 68 NA NA 340 12 0 33493738
121 mmas 1 4.35 6.44 0.05 63 NA NA NA 43 0 33533092
121 eas 1 2.07 6.62 0.37 97 NA NA 472 25 0 33363461
121 ras 1 3.65 0.72 0.26 47 NA 91 NA 29 0 33242849
121 acs 1 2.01 7.3 0.52 22 0.97 NA NA 41 1 33036159
121 eas 1 3.36 9.72 0.24 89 NA NA 554 21 0 33233260
121 as 0 1.32 4.63 0.66 33 NA NA NA NA NA 39053573
121 eas 0 4.97 2.26 0.76 19 NA NA 648 NA NA 53284620
121 acs 2 4.91 9.6 0.31 50 0.34 NA NA 9 1 32638912
121 acs 0 3.01 4.96 0.45 7 0.5 NA NA NA NA 40510161
121 mmas 1 3.79 7.36 0.82 69 NA NA NA 48 0 33426111
121 ras 3 2.6 6.7 0.5 30 NA 5 NA 35 0 32842942
121 mmas 0 0.25 2.36 0.83 17 NA NA NA NA NA 47678644
121 acs 1 4.02 8.6 0.55 14 0.8 NA NA 12 0 32882766
121 mmas 1 2.43 9.0 0.23 97 NA NA NA 31 1 33547111
121 acs 2 0.81 1.3 0.36 30 0.29 NA NA 50 0 33549056
121 eas 1 2.18 1.8 0.61 17 NA NA 242 44 1 33584271
121 acs 1 2.86 3.24 0.49 48 0.74 NA NA 27 0 33024204
121 ras 3 0.47 9.23 0.89 87 NA 5 NA 35 0 33157691
121 as 3 4.17 3.97 0.9 57 NA NA NA 14 1 32540895
121 as 2 3.85 1.4 0.22 29 NA NA NA 32 1 32831697
121 as 2 4.7 2.02 0.32 61 NA NA NA 49 1 33019452
121 mmas 3 0.18 9.25 0.94 12 NA NA NA 41 0 33119817
121 as 2 1.77 6.56 0.42 63 NA NA NA 49 0 33367405
121 mmas 3 4.79 7.21 0.1 22 NA NA NA 31 1 32763179
121 acs 3 2.73 9.7 1.0 86 0.27 NA NA 47 0 33191820
121 as 1 3.34 2.84 0.83 50 NA NA NA 25 0 33239954
121 ras 1 3.87 4.49 0.44 67 NA 90 NA 37 0 33480036
121 as 0 3.55 8.4 0.23 36 NA NA NA NA NA 38335093
121 eas 1 4.42 7.14 0.01 15 NA NA 29 21 0 33401732
121 eas 0 3.72 1.8 0.61 43 NA NA 242 NA NA 55327909
121 eas 3 1.66 6.87 0.53 100 NA NA 490 12 1 32643443
121 as 2 1.8 5.44 0.83 15 NA NA NA 23 0 33174719
121 ras 0 1.43 8.12 0.17 48 NA 75 NA NA NA 38257848
121 as 1 1.84 4.07 0.09 84 NA NA NA 12 0 33713388
121 ras 2 1.61 6.18 0.66 72 NA 51 NA 30 0 33345455
121 as 2 3.3 7.25 0.57 18 NA NA NA 35 1 32943395
121 acs 0 4.8 4.69 0.87 85 0.58 NA NA NA NA 39728834
121 eas 0 0.57 7.37 0.88 100 NA NA 611 NA NA 38913801
121 ras 2 3.21 3.91 0.86 38 NA 22 NA 7 1 32705220
121 mmas 0 2.81 3.69 0.19 78 NA NA NA NA NA 39936170
121 as 0 3.69 7.49 0.64 52 NA NA NA NA NA 38366337
121 as 3 2.36 9.57 0.98 87 NA NA NA 18 1 32860263
121 eas 0 2.98 1.97 0.79 9 NA NA 380 NA NA 56335963
121 eas 3 1.02 3.39 0.29 36 NA NA 617 22 0 32969867
121 ras 0 3.12 0.67 0.7 94 NA 86 NA NA NA 46030166
121 ras 3 2.52 3.53 0.1 69 NA 60 NA 45 0 33026072
121 mmas 3 3.74 9.62 0.1 85 NA NA NA 40 1 33118953
121 eas 1 2.18 3.18 0.47 46 NA NA 466 45 1 33566561
121 mmas 0 3.16 3.68 0.89 50 NA NA NA NA NA 45604409
121 ras 2 3.79 4.01 0.51 8 NA 17 NA 31 0 32891615
121 mmas 1 4.54 8.02 0.72 22 NA NA NA 8 1 33599011
121 as 0 0.39 5.36 0.3 12 NA NA NA NA NA 40319765
121 acs 1 4.14 9.79 0.38 19 0.23 NA NA 47 0 33042607
121 ras 1 2.35 5.59 0.53 44 NA 93 NA 42 0 33561737
121 eas 2 1.86 9.85 0.48 14 NA NA 595 5 0 32884611
121 as 3 3.26 5.66 0.05 47 NA NA NA 48 1 32962147
121 ras 0 1.05 4.0 0.44 83 NA 55 NA NA NA 39558446
121 acs 1 2.75 5.68 0.14 72 0.2 NA NA 19 0 33569553
121 as 1 3.38 4.38 0.11 57 NA NA NA 22 0 33551499
121 acs 1 0.77 1.37 0.82 84 0.99 NA NA 7 1 33663031
121 as 3 1.02 7.15 0.94 5 NA NA NA 26 1 33034327
121 acs 1 2.32 8.46 0.35 80 0.84 NA NA 24 0 33418255
121 acs 3 2.84 4.14 0.64 26 0.43 NA NA 46 1 32603531
121 as 1 2.29 0.37 0.39 8 NA NA NA 14 1 33119136
121 acs 0 3.16 7.99 0.47 85 0.65 NA NA NA NA 38517964
121 mmas 0 1.64 3.37 0.97 36 NA NA NA NA NA 45649559
121 acs 1 1.37 4.8 0.97 59 0.35 NA NA 33 0 33390804
121 eas 2 0.2 2.27 0.32 60 NA NA 91 7 1 34506170
121 eas 1 0.99 4.06 0.52 38 NA NA 460 37 0 33394343
121 ras 1 3.84 6.77 0.25 84 NA 65 NA 12 1 33554849
121 as 3 4.02 4.29 0.1 36 NA NA NA 29 1 32819267
121 mmas 0 0.67 8.89 0.19 89 NA NA NA NA NA 39688478
121 eas 0 3.28 2.65 0.73 16 NA NA 563 NA NA 50390388
121 acs 2 0.98 9.77 0.97 31 0.58 NA NA 13 1 33241676
121 mmas 0 4.14 0.05 0.68 14 NA NA NA NA NA 77515998
121 acs 2 2.2 8.14 0.57 38 0.7 NA NA 32 1 32638386
121 eas 1 1.41 5.54 0.69 81 NA NA 239 38 0 33528016
121 acs 1 1.2 4.72 0.75 36 0.17 NA NA 42 0 33465092
121 mmas 0 2.15 8.95 0.09 64 NA NA NA NA NA 38746450
121 mmas 1 4.1 1.67 0.22 54 NA NA NA 41 0 33035131
121 as 1 1.83 7.46 0.47 68 NA NA NA 42 1 33753921
121 ras 1 4.73 5.09 0.17 35 NA 20 NA 27 1 33310304
121 mmas 2 3.97 8.73 0.15 39 NA NA NA 16 1 32752632
121 eas 2 3.66 0.62 0.58 85 NA NA 405 23 1 33041018
121 ras 1 2.31 2.84 0.87 50 NA 79 NA 34 0 33299565
121 mmas 0 4.38 0.57 0.66 24 NA NA NA NA NA 68956222
121 acs 2 2.61 2.16 0.04 87 0.8 NA NA 37 1 33531476
121 ras 0 2.38 2.19 0.8 13 NA 35 NA NA NA 44772792
121 mmas 2 2.16 2.45 0.26 23 NA NA NA 43 0 32822257
121 as 2 2.3 0.14 0.39 99 NA NA NA 18 1 33058338
121 eas 2 4.21 9.42 0.86 69 NA NA 399 9 0 33206272
121 acs 0 1.11 0.49 0.91 15 0.46 NA NA NA NA 56053822
121 acs 0 2.39 8.19 0.02 20 0.62 NA NA NA NA 37903068
121 eas 3 1.1 2.36 0.23 39 NA NA 546 44 1 33058587
121 as 1 4.22 4.06 0.85 53 NA NA NA 17 0 33206894
121 acs 1 3.09 4.29 0.25 47 0.35 NA NA 44 0 32948178
121 as 3 0.2 2.27 0.91 36 NA NA NA 44 0 33304132
121 ras 1 4.33 4.11 0.74 23 NA 15 NA 10 0 32893326
121 acs 2 1.81 5.16 0.7 9 0.53 NA NA 19 1 32765334
121 eas 1 0.08 5.2 0.79 27 NA NA 289 49 0 34192094
121 as 3 0.3 3.44 0.25 50 NA NA NA 49 1 33354130
121 acs 3 2.5 1.56 0.61 38 0.83 NA NA 33 1 32641149
121 ras 0 2.09 6.96 0.92 70 NA 84 NA NA NA 38827699
121 acs 1 1.16 8.25 0.86 23 0.13 NA NA 50 1 33366726
121 mmas 0 1.39 4.28 0.59 70 NA NA NA NA NA 39505201
121 mmas 3 1.4 6.89 0.3 52 NA NA NA 30 0 33078767
121 eas 1 0.83 8.12 0.64 28 NA NA 397 17 1 33549124
121 mmas 1 4.49 9.15 0.75 17 NA NA NA 29 0 33567244
121 acs 2 2.82 9.11 0.54 62 0.36 NA NA 28 1 32878014
121 mmas 0 0.66 4.93 0.31 85 NA NA NA NA NA 39596132
121 eas 2 1.55 1.06 0.76 16 NA NA 329 19 1 33499432
121 as 1 4.49 7.44 0.97 6 NA NA NA 13 1 32904310
121 ras 1 2.49 3.03 0.54 54 NA 50 NA 35 1 33404164
121 as 1 2.31 0.59 0.8 76 NA NA NA 42 0 33411840
121 acs 2 2.77 8.36 0.03 42 0.64 NA NA 10 1 33130496
121 mmas 0 2.53 7.32 0.98 22 NA NA NA NA NA 40098271
121 mmas 2 0.63 5.51 0.18 12 NA NA NA 50 1 33628396
121 as 2 4.37 7.88 0.51 68 NA NA NA 25 0 33152346
121 mmas 2 1.47 3.8 0.09 78 NA NA NA 45 0 33766254
121 as 0 0.44 0.37 0.87 97 NA NA NA NA NA 75569675
121 acs 0 0.25 8.14 0.35 41 0.78 NA NA NA NA 38290147
121 acs 1 3.71 4.06 0.6 34 0.3 NA NA 30 0 32916041
121 eas 3 1.49 0.98 0.74 21 NA NA 176 26 0 32864111
121 acs 1 1.32 8.88 0.99 33 0.85 NA NA 45 1 32893093
121 eas 1 2.01 7.07 0.33 85 NA NA 720 29 1 33146222
121 eas 3 0.53 8.73 0.59 71 NA NA 66 20 0 32917894
121 ras 1 2.39 1.51 0.94 13 NA 25 NA 8 1 32951086
121 as 0 1.24 1.84 0.54 17 NA NA NA NA NA 42038407
121 eas 3 3.04 9.65 0.34 37 NA NA 24 42 1 32844106
121 ras 2 3.62 8.27 0.51 95 NA 92 NA 50 0 33073944
121 mmas 0 1.36 7.66 0.37 80 NA NA NA NA NA 38167359
121 as 3 2.16 3.83 0.3 64 NA NA NA 15 0 32873785
121 as 2 4.61 4.76 0.8 9 NA NA NA 46 1 32938978
121 mmas 1 2.09 2.1 0.8 48 NA NA NA 23 0 33601891
121 ras 1 1.48 6.84 0.05 91 NA 88 NA 36 0 33712778
121 eas 1 1.01 2.46 0.74 46 NA NA 218 46 0 33329049
121 ras 3 0.51 3.33 0.82 51 NA 16 NA 6 0 33215433
121 ras 0 0.58 8.79 0.72 9 NA 94 NA NA NA 39357839
121 as 0 4.27 6.49 0.87 83 NA NA NA NA NA 38047972
121 eas 2 0.09 1.47 0.88 51 NA NA 585 7 1 34617165
121 acs 0 1.45 9.84 0.71 39 0.37 NA NA NA NA 38255114
121 as 3 1.21 4.12 0.82 24 NA NA NA 24 0 33061563
121 acs 2 2.15 8.94 0.55 42 0.62 NA NA 44 1 32474180
121 ras 3 1.36 8.02 0.38 24 NA 77 NA 43 1 33026953
121 acs 1 2.29 8.59 0.77 27 0.6 NA NA 46 0 32887774
121 acs 2 4.3 5.06 0.8 85 0.81 NA NA 29 0 32919851
121 as 1 3.44 5.36 0.51 83 NA NA NA 45 0 33562764
121 mmas 3 0.75 4.11 0.17 68 NA NA NA 43 1 33342847
121 acs 0 3.28 7.76 0.03 30 0.11 NA NA NA NA 38654220
121 eas 1 4.4 8.46 0.08 36 NA NA 362 39 1 33366130
121 ras 2 1.22 9.25 0.99 8 NA 13 NA 25 1 33540388
121 mmas 1 3.98 0.47 0.11 60 NA NA NA 12 0 33982861
121 eas 1 1.45 3.43 0.77 24 NA NA 587 28 0 33337778
121 ras 3 1.0 4.23 0.53 77 NA 82 NA 34 0 33158854
121 ras 2 1.11 1.88 0.87 81 NA 93 NA 45 0 33591635
121 acs 1 1.75 6.85 0.66 55 0.05 NA NA 37 1 33209135
121 eas 2 3.71 2.22 0.83 83 NA NA 315 29 1 33268025
121 ras 2 2.18 8.31 0.96 5 NA 75 NA 45 1 33241062
121 eas 2 1.81 4.57 0.39 87 NA NA 108 21 1 33028332
121 ras 3 2.34 4.74 0.98 97 NA 37 NA 12 0 32864089
121 mmas 2 4.3 0.57 0.21 52 NA NA NA 29 1 32804831
121 mmas 3 2.95 0.14 0.9 93 NA NA NA 25 1 32922542
121 ras 2 0.41 1.14 0.65 69 NA 30 NA 19 1 34284029
121 acs 2 2.43 4.24 0.78 53 0.85 NA NA 45 1 32666755
121 mmas 2 0.2 2.18 0.01 47 NA NA NA 31 1 34299531
121 eas 2 2.92 7.65 0.79 71 NA NA 436 41 0 32871843
121 mmas 0 3.13 3.11 0.2 74 NA NA NA NA NA 40313780
121 acs 2 1.36 7.32 0.23 50 0.6 NA NA 32 0 33080120
121 eas 1 0.22 4.06 0.84 55 NA NA 148 44 0 34232416
121 as 1 2.16 0.8 0.28 85 NA NA NA 16 1 33587055
121 mmas 3 3.07 5.48 0.75 97 NA NA NA 46 1 32987059
121 eas 1 4.92 1.25 0.43 84 NA NA 115 20 1 33403994
121 as 1 3.01 9.05 0.32 51 NA NA NA 23 0 33468147
121 ras 3 1.01 9.81 0.76 80 NA 99 NA 43 0 33087546
121 eas 0 4.63 5.11 0.21 40 NA NA 359 NA NA 42831858
121 mmas 0 1.62 1.28 0.15 24 NA NA NA NA NA 50743978
121 mmas 2 1.93 0.0 0.42 90 NA NA NA 23 0 33356373
121 as 0 0.91 9.65 0.88 85 NA NA NA NA NA 38527922
121 mmas 2 1.27 5.73 0.17 32 NA NA NA 11 0 33423630
121 eas 0 1.36 0.39 0.63 30 NA NA 446 NA NA 72067971
121 ras 3 1.68 4.65 0.91 93 NA 8 NA 39 0 32996663
121 as 2 1.04 5.72 0.49 85 NA NA NA 26 0 33501698
121 eas 2 0.0 5.58 0.34 63 NA NA 303 35 1 33962158
121 eas 2 4.86 1.57 0.55 95 NA NA 545 41 0 33182811
121 ras 1 1.51 6.2 0.58 81 NA 94 NA 5 1 34305527
121 mmas 0 0.93 6.96 0.01 33 NA NA NA NA NA 41026931
121 eas 2 0.18 5.08 0.21 96 NA NA 443 43 0 33638727
121 ras 2 2.14 1.24 0.44 94 NA 36 NA 37 1 33004197
121 mmas 3 3.0 0.43 0.37 70 NA NA NA 43 0 33449055
121 acs 0 1.35 7.5 0.66 85 0.71 NA NA NA NA 38405033
121 eas 3 2.97 7.06 0.86 71 NA NA 515 8 0 32862132
121 eas 2 3.93 1.12 0.7 84 NA NA 717 17 0 33487042
121 ras 3 3.91 1.52 0.29 13 NA 55 NA 29 0 33087756
121 acs 1 4.04 3.6 0.65 89 0.36 NA NA 30 0 33535506
121 mmas 2 0.9 2.03 0.06 43 NA NA NA 30 1 34153496
121 ras 2 3.39 0.14 0.35 46 NA 79 NA 33 0 32886185
121 acs 1 0.01 5.87 0.69 74 0.9 NA NA 43 0 33744811
121 as 1 4.75 9.75 0.65 62 NA NA NA 35 0 33411323
121 mmas 1 4.3 7.58 0.59 36 NA NA NA 28 1 33193223
121 as 2 3.0 4.25 0.89 18 NA NA NA 32 0 32786199
121 ras 2 2.22 2.6 0.03 27 NA 3 NA 48 1 33041236
121 ras 2 4.78 2.94 0.11 89 NA 41 NA 19 0 33045195
121 ras 1 2.82 0.18 0.85 75 NA 77 NA 32 1 33085852
121 eas 3 0.71 8.24 0.77 83 NA NA 194 33 1 33067583
121 mmas 1 1.05 4.51 0.29 60 NA NA NA 48 1 33750745
121 acs 1 2.3 1.86 0.12 7 0.54 NA NA 42 0 32907806
121 acs 2 2.87 0.47 0.96 9 0.96 NA NA 22 1 32603325
121 eas 0 4.03 1.84 0.56 87 NA NA 642 NA NA 56109686
121 acs 1 2.79 6.07 0.33 18 0.69 NA NA 8 0 32906565
121 as 3 4.89 3.34 0.06 94 NA NA NA 19 1 32814299
121 ras 3 2.61 3.45 0.81 30 NA 27 NA 41 1 32668060
121 eas 0 0.41 6.09 0.08 70 NA NA 519 NA NA 39635795
121 acs 2 1.91 8.55 0.19 76 0.67 NA NA 44 1 33310166
121 mmas 1 0.98 2.28 0.93 54 NA NA NA 31 0 33036238
121 acs 3 0.53 2.73 0.3 12 0.24 NA NA 29 1 33001563
121 mmas 2 0.85 6.25 0.05 88 NA NA NA 27 0 33665397
121 ras 3 1.81 7.29 0.2 83 NA 44 NA 11 0 32955698
121 ras 3 4.26 7.14 0.76 76 NA 54 NA 6 1 32816948
121 as 3 4.39 3.86 0.06 21 NA NA NA 21 0 32863225
121 as 2 1.23 2.27 0.52 31 NA NA NA 10 0 33534725
121 eas 1 0.97 0.34 0.54 23 NA NA 41 6 0 34515352
121 acs 3 1.08 9.4 0.07 74 0.8 NA NA 40 0 33012008
121 eas 1 4.97 5.93 0.63 46 NA NA 158 25 0 33279224
121 acs 1 1.13 9.59 1.0 33 0.52 NA NA 34 0 33389788
121 as 3 4.52 6.47 0.51 41 NA NA NA 23 0 32751745
121 acs 3 1.23 3.71 0.77 92 0.22 NA NA 29 1 33021138
121 ras 0 1.11 5.4 0.91 47 NA 48 NA NA NA 40189632
121 as 1 3.37 0.89 0.26 10 NA NA NA 34 0 33091998
121 acs 1 0.8 2.39 0.8 80 0.88 NA NA 20 0 33573749
121 as 2 4.27 3.96 0.03 97 NA NA NA 23 0 33217116
121 acs 2 2.25 2.24 0.05 100 0.06 NA NA 21 0 33801700
121 acs 1 4.49 2.09 0.76 8 0.15 NA NA 15 0 33081322
121 eas 3 2.12 3.88 0.77 58 NA NA 473 42 0 33158065
121 ras 0 2.72 5.74 0.33 71 NA 64 NA NA NA 38854219
121 mmas 2 3.23 7.77 0.16 83 NA NA NA 13 0 33232121
121 mmas 1 1.83 5.71 0.8 61 NA NA NA 12 0 33118449
121 acs 2 2.55 8.4 0.83 37 0.76 NA NA 21 1 32734941
121 eas 2 1.13 1.42 0.75 86 NA NA 174 23 0 33165448
121 eas 2 2.84 9.85 0.87 70 NA NA 3 42 0 33234630
121 eas 1 3.71 4.65 0.23 21 NA NA 97 23 0 33210996
121 ras 1 4.82 7.93 0.55 22 NA 78 NA 22 0 33188522
121 ras 3 3.52 3.88 0.27 85 NA 13 NA 7 0 32927545
121 acs 2 3.2 3.39 0.74 23 0.83 NA NA 27 1 32743748
121 acs 3 2.06 8.79 0.99 74 0.06 NA NA 5 0 32975641
121 ras 3 1.27 9.46 0.39 17 NA 92 NA 44 1 33034564
121 acs 2 0.37 3.06 0.57 23 0.65 NA NA 6 0 33893715
121 ras 0 4.04 0.38 0.8 22 NA 52 NA NA NA 74165831
121 eas 1 4.4 1.77 0.88 63 NA NA 538 27 1 34656333
121 mmas 1 4.46 5.57 0.75 74 NA NA NA 18 1 34128255
121 ras 3 4.17 3.44 0.85 70 NA 28 NA 14 1 32455842
121 mmas 3 4.65 2.71 0.74 49 NA NA NA 30 1 32963978
121 eas 3 0.3 6.51 0.68 57 NA NA 240 14 1 33151151
121 acs 3 1.99 7.02 0.17 56 0.66 NA NA 20 0 32956677
121 ras 0 1.64 5.11 0.8 41 NA 7 NA NA NA 39002901
121 eas 1 4.16 8.82 0.63 48 NA NA 747 15 0 33128495
121 acs 2 4.22 6.48 0.87 26 0.53 NA NA 41 1 32944009
121 as 2 2.76 8.87 0.93 8 NA NA NA 32 1 33237880
121 as 3 3.86 1.01 0.87 74 NA NA NA 5 1 32845654
121 mmas 1 4.37 6.1 0.06 77 NA NA NA 8 0 33722384
121 ras 0 1.08 2.43 0.3 96 NA 92 NA NA NA 42147075
121 ras 3 2.72 0.67 0.68 6 NA 18 NA 7 1 32631133
121 eas 0 2.55 1.12 0.12 58 NA NA 301 NA NA 61684524
121 acs 2 1.48 4.7 0.97 91 0.76 NA NA 8 0 33152533
121 eas 2 0.96 7.01 0.77 22 NA NA 607 23 1 32917182
121 mmas 1 5.0 4.23 0.2 78 NA NA NA 29 0 33295253
121 acs 2 2.85 7.12 0.49 53 0.34 NA NA 49 1 32646733
121 mmas 0 4.23 1.09 0.32 82 NA NA NA NA NA 55877995
121 mmas 0 2.83 0.63 0.82 77 NA NA NA NA NA 66807354
121 mmas 3 3.24 2.04 0.15 85 NA NA NA 42 1 33459646
121 as 1 4.78 6.22 0.72 8 NA NA NA 20 0 32858458
121 mmas 2 2.94 0.94 0.11 56 NA NA NA 34 0 33205169
121 mmas 3 2.08 9.99 0.66 71 NA NA NA 14 1 32538365
121 acs 2 2.6 7.68 0.67 79 0.87 NA NA 22 1 33045927
121 eas 3 0.35 0.3 0.89 72 NA NA 673 24 0 33318837
121 as 2 0.45 5.52 0.64 55 NA NA NA 46 1 33859397
