instance ASCENT_CANDIDATES BACKBONE_TRIALS BACKTRACKING CANDIDATE_SET_TYPE EXTRA_CANDIDATES EXTRA_CANDIDATE_SET_TYPE GAIN23 GAIN_CRITERION INITIAL_STEP_SIZE INITIAL_TOUR_ALGORITHM KICK_TYPE KICKS MAX_CANDIDATES MOVE_TYPE PATCHING_A PATCHING_C POPULATION_SIZE RESTRICTED_SEARCH SUBGRADIENT SUBSEQUENT_MOVE_TYPE SUBSEQUENT_PATCHING result
129 96 3 YES NEAREST-NEIGHBOR 13 QUADRANT YES YES 4 GREEDY 10 3 11 14 10 5 951 YES NO 6 NO 37115384
129 235 1 NO DELAUNAY 12 NEAREST-NEIGHBOR NO NO 1 GREEDY 12 1 17 13 17 2 662 YES NO 6 NO 38213037
129 181 2 YES DELAUNAY 2 NEAREST-NEIGHBOR YES NO 5 MOORE 10 1 19 3 18 3 441 YES NO 5 NO 34230337
129 134 4 NO NEAREST-NEIGHBOR 10 QUADRANT YES NO 3 SIERPINSKI 5 2 5 9 14 1 451 YES NO 4 NO 41752634
129 100 2 YES ALPHA 9 NEAREST-NEIGHBOR YES NO 1 QUICK-BORUVKA 7 5 19 19 14 2 74 YES NO 3 YES 38962060
129 114 4 NO ALPHA 1 NEAREST-NEIGHBOR YES YES 2 NEAREST-NEIGHBOR 13 3 13 5 6 5 391 NO NO 4 YES 32544347
129 402 2 YES QUADRANT 18 QUADRANT YES NO 1 NEAREST-NEIGHBOR 19 2 5 19 20 2 269 NO NO 5 YES 42601582
129 294 2 YES DELAUNAY 2 NEAREST-NEIGHBOR YES YES 3 MOORE 20 3 20 3 9 5 963 YES NO 5 NO 32567694
129 99 1 YES NEAREST-NEIGHBOR 13 NEAREST-NEIGHBOR NO YES 3 MOORE 8 4 14 14 16 4 431 YES NO 2 YES 42131827
129 267 0 NO QUADRANT 17 QUADRANT NO YES 5 GREEDY 14 4 12 2 9 3 361 NO NO 3 YES 32529379
129 239 2 YES QUADRANT 3 NEAREST-NEIGHBOR YES NO 2 WALK 11 3 11 10 5 5 706 NO NO 2 NO 36884836
129 354 5 YES DELAUNAY 11 QUADRANT YES YES 3 QUICK-BORUVKA 4 3 14 20 18 3 445 YES NO 5 NO 44226545
129 251 0 NO ALPHA 18 QUADRANT NO NO 2 GREEDY 16 4 16 2 3 5 22 NO NO 4 NO 33067605
129 454 1 NO NEAREST-NEIGHBOR 10 NEAREST-NEIGHBOR NO NO 3 SIERPINSKI 4 1 10 9 2 2 35 YES NO 4 YES 41641480
129 142 1 NO NEAREST-NEIGHBOR 11 QUADRANT YES NO 5 MOORE 16 2 7 14 4 1 988 NO NO 3 YES 43442064
129 448 5 NO ALPHA 19 NEAREST-NEIGHBOR NO YES 5 WALK 13 1 5 4 16 2 974 NO NO 0 NO 32531917
129 340 1 NO DELAUNAY 7 QUADRANT NO YES 5 BORUVKA 15 2 15 18 8 4 398 NO NO 2 NO 38459173
129 389 1 NO ALPHA 19 QUADRANT NO NO 2 BORUVKA 15 1 17 13 9 5 313 YES NO 3 NO 38867280
129 391 5 YES QUADRANT 0 QUADRANT NO NO 1 WALK 20 4 3 5 17 1 580 NO NO 5 YES 44620985
129 352 4 NO QUADRANT 4 QUADRANT NO NO 4 GREEDY 17 4 17 4 5 2 790 NO NO 0 NO 33064178
129 256 0 YES QUADRANT 11 NEAREST-NEIGHBOR NO YES 1 BORUVKA 16 5 9 12 2 5 390 YES NO 4 NO 35127123
129 328 1 NO NEAREST-NEIGHBOR 20 QUADRANT NO YES 5 BORUVKA 15 4 4 7 8 2 590 NO NO 4 NO 32576205
129 262 0 NO DELAUNAY 4 NEAREST-NEIGHBOR YES YES 5 QUICK-BORUVKA 16 2 17 20 9 3 991 NO NO 6 NO 38842979
129 223 4 YES NEAREST-NEIGHBOR 2 QUADRANT NO NO 1 GREEDY 10 4 11 2 6 1 999 NO NO 2 YES 32937946
129 219 0 NO DELAUNAY 4 NEAREST-NEIGHBOR YES YES 1 GREEDY 16 1 17 11 10 5 376 NO NO 6 NO 34242536
129 154 4 YES QUADRANT 17 QUADRANT YES NO 2 SIERPINSKI 18 4 5 20 11 4 252 NO NO 4 NO 42470507
129 30 4 YES NEAREST-NEIGHBOR 9 NEAREST-NEIGHBOR YES YES 5 QUICK-BORUVKA 19 5 12 14 14 1 526 NO NO 0 NO 38319486
129 171 2 NO ALPHA 6 NEAREST-NEIGHBOR YES NO 2 QUICK-BORUVKA 18 2 7 6 2 3 739 YES NO 3 NO 32610048
129 61 2 YES ALPHA 6 NEAREST-NEIGHBOR YES YES 5 BORUVKA 9 2 19 14 14 2 218 NO NO 3 YES 37820763
129 324 4 YES NEAREST-NEIGHBOR 0 NEAREST-NEIGHBOR NO NO 4 MOORE 18 3 13 16 18 5 986 NO NO 2 YES 43255116
129 25 1 NO NEAREST-NEIGHBOR 15 NEAREST-NEIGHBOR NO NO 1 BORUVKA 14 1 14 18 16 3 163 YES NO 3 YES 36643786
129 376 1 YES NEAREST-NEIGHBOR 5 NEAREST-NEIGHBOR YES YES 1 MOORE 17 2 4 18 16 5 899 YES NO 5 NO 40764064
129 87 0 NO ALPHA 6 QUADRANT NO YES 3 NEAREST-NEIGHBOR 17 3 11 15 17 5 931 NO NO 2 YES 39871974
129 381 0 YES QUADRANT 15 NEAREST-NEIGHBOR YES YES 3 GREEDY 12 5 13 11 17 1 120 NO NO 6 NO 37683093
129 129 2 YES QUADRANT 1 NEAREST-NEIGHBOR YES YES 4 BORUVKA 12 2 8 18 11 5 111 YES NO 2 YES 37613608
129 379 0 NO ALPHA 13 QUADRANT NO NO 2 NEAREST-NEIGHBOR 20 4 11 15 6 5 696 YES NO 0 YES 44653896
129 196 5 YES NEAREST-NEIGHBOR 8 QUADRANT YES YES 1 NEAREST-NEIGHBOR 12 3 15 5 15 3 689 NO NO 4 YES 32595709
129 160 5 YES NEAREST-NEIGHBOR 10 QUADRANT NO YES 2 MOORE 11 4 11 10 7 3 95 YES NO 4 NO 34176984
129 341 0 YES NEAREST-NEIGHBOR 9 NEAREST-NEIGHBOR YES YES 2 GREEDY 7 4 13 14 8 4 341 YES NO 5 YES 35239693
129 187 0 YES ALPHA 2 QUADRANT NO YES 3 GREEDY 19 4 12 10 19 1 297 YES NO 3 YES 35705806
129 141 0 YES QUADRANT 5 NEAREST-NEIGHBOR YES YES 5 MOORE 11 3 20 7 15 3 172 NO NO 5 YES 34182299
129 116 3 YES QUADRANT 17 NEAREST-NEIGHBOR YES NO 3 BORUVKA 19 5 17 12 17 5 797 NO NO 3 YES 37550229
129 417 0 NO ALPHA 6 QUADRANT YES YES 4 NEAREST-NEIGHBOR 6 5 15 8 5 3 37 YES NO 4 NO 32540986
129 100 2 NO NEAREST-NEIGHBOR 4 QUADRANT NO NO 3 NEAREST-NEIGHBOR 11 4 13 16 11 1 120 NO NO 3 NO 40842395
129 344 0 YES NEAREST-NEIGHBOR 3 QUADRANT NO NO 4 WALK 11 5 9 17 3 5 223 YES NO 2 YES 87516094
129 218 5 NO QUADRANT 13 QUADRANT YES NO 2 QUICK-BORUVKA 20 3 6 15 14 2 887 NO NO 3 NO 38671424
129 159 0 YES ALPHA 15 NEAREST-NEIGHBOR NO YES 1 WALK 4 2 13 17 12 1 213 NO NO 3 NO 87938712
129 48 0 YES NEAREST-NEIGHBOR 8 QUADRANT NO YES 5 BORUVKA 16 2 10 15 2 1 504 YES NO 3 YES 37954201
129 244 2 YES DELAUNAY 13 QUADRANT YES NO 4 MOORE 7 2 7 2 12 3 276 YES NO 5 NO 33903138
129 449 0 NO ALPHA 7 QUADRANT YES NO 1 BORUVKA 15 2 12 2 6 2 566 YES NO 5 YES 33045189
129 443 1 YES DELAUNAY 6 NEAREST-NEIGHBOR NO YES 4 WALK 6 2 19 16 15 2 218 YES NO 6 NO 80121518
129 383 0 NO ALPHA 13 QUADRANT NO YES 2 QUICK-BORUVKA 8 1 10 16 14 5 846 YES NO 0 YES 41488465
129 446 4 YES NEAREST-NEIGHBOR 1 NEAREST-NEIGHBOR YES NO 5 QUICK-BORUVKA 16 1 17 13 11 5 197 YES NO 3 NO 38210024
129 446 5 YES DELAUNAY 2 QUADRANT NO NO 5 GREEDY 8 5 8 5 17 4 980 NO NO 6 YES 33902978
129 446 2 NO ALPHA 13 NEAREST-NEIGHBOR YES NO 2 NEAREST-NEIGHBOR 5 4 17 15 7 5 906 YES NO 4 NO 42560128
129 248 5 YES ALPHA 3 NEAREST-NEIGHBOR NO NO 3 QUICK-BORUVKA 15 4 14 9 6 3 767 NO NO 6 NO 35516058
129 229 3 NO DELAUNAY 10 NEAREST-NEIGHBOR YES YES 5 MOORE 16 1 5 17 17 3 605 YES NO 5 YES 42466626
129 491 3 NO QUADRANT 2 NEAREST-NEIGHBOR NO YES 3 SIERPINSKI 7 5 5 5 7 1 872 NO NO 6 YES 32556532
129 447 2 NO NEAREST-NEIGHBOR 12 QUADRANT NO NO 2 QUICK-BORUVKA 10 1 18 4 18 1 203 NO NO 4 YES 33267250
129 385 0 YES QUADRANT 19 NEAREST-NEIGHBOR YES YES 2 SIERPINSKI 10 4 18 16 10 2 441 YES NO 3 NO 42470507
129 42 3 NO ALPHA 9 NEAREST-NEIGHBOR NO YES 1 QUICK-BORUVKA 17 1 12 2 7 5 209 NO NO 4 NO 32590487
129 73 0 NO QUADRANT 0 NEAREST-NEIGHBOR NO NO 3 NEAREST-NEIGHBOR 13 2 4 5 15 2 276 YES NO 6 YES 33121476
129 349 5 NO QUADRANT 10 QUADRANT YES YES 4 WALK 12 4 16 10 5 3 42 NO NO 2 NO 61021895
129 496 4 YES QUADRANT 8 QUADRANT YES NO 3 BORUVKA 14 3 20 19 2 5 740 NO NO 2 YES 38438043
129 100 4 YES ALPHA 2 NEAREST-NEIGHBOR NO NO 4 GREEDY 16 1 19 11 19 2 475 NO NO 5 NO 34400468
129 340 2 NO QUADRANT 6 NEAREST-NEIGHBOR YES NO 2 BORUVKA 14 4 4 19 20 4 553 YES NO 2 NO 36444714
129 491 4 YES NEAREST-NEIGHBOR 4 QUADRANT NO YES 1 NEAREST-NEIGHBOR 19 5 17 7 17 2 695 NO NO 5 YES 33714569
129 182 0 NO ALPHA 17 NEAREST-NEIGHBOR YES YES 5 GREEDY 10 4 18 8 20 4 900 YES NO 0 NO 35714123
129 455 2 YES QUADRANT 1 QUADRANT NO YES 4 WALK 11 3 14 14 13 1 538 NO NO 5 NO 125225871
129 439 4 NO DELAUNAY 0 NEAREST-NEIGHBOR NO NO 2 NEAREST-NEIGHBOR 17 5 8 3 3 4 170 NO NO 0 YES 32667558
129 195 2 YES ALPHA 0 NEAREST-NEIGHBOR NO YES 1 BORUVKA 4 4 15 5 10 4 769 YES NO 2 YES 32705602
129 187 1 YES ALPHA 4 NEAREST-NEIGHBOR NO YES 1 WALK 17 2 11 5 16 1 495 YES NO 6 NO 32847623
129 430 3 NO DELAUNAY 2 NEAREST-NEIGHBOR YES NO 5 QUICK-BORUVKA 11 5 20 9 7 2 764 NO NO 5 NO 37042039
129 198 5 NO QUADRANT 6 QUADRANT NO YES 5 MOORE 10 5 11 2 7 1 277 NO NO 2 YES 32915991
129 221 2 YES ALPHA 12 NEAREST-NEIGHBOR NO NO 3 QUICK-BORUVKA 10 2 4 10 16 4 303 NO NO 6 NO 38651287
129 222 2 NO QUADRANT 10 NEAREST-NEIGHBOR NO YES 5 SIERPINSKI 5 5 4 15 18 4 941 NO NO 2 YES 41827440
129 202 1 YES QUADRANT 11 NEAREST-NEIGHBOR NO YES 3 QUICK-BORUVKA 20 3 8 20 12 3 973 NO NO 2 NO 38372804
129 471 2 NO NEAREST-NEIGHBOR 17 NEAREST-NEIGHBOR YES NO 2 MOORE 13 2 6 11 11 1 660 NO NO 2 YES 43258019
129 201 1 YES QUADRANT 13 NEAREST-NEIGHBOR NO YES 2 QUICK-BORUVKA 16 4 16 19 12 2 740 YES NO 6 NO 38367147
129 328 5 YES NEAREST-NEIGHBOR 2 NEAREST-NEIGHBOR YES YES 4 BORUVKA 12 2 10 10 16 5 345 NO NO 4 NO 34037412
129 426 3 NO ALPHA 4 QUADRANT YES YES 4 GREEDY 19 5 14 2 20 5 86 NO NO 5 YES 32546214
129 235 4 YES ALPHA 5 NEAREST-NEIGHBOR NO NO 5 NEAREST-NEIGHBOR 12 2 12 18 3 4 787 NO NO 3 YES 39603288
129 147 1 NO NEAREST-NEIGHBOR 12 NEAREST-NEIGHBOR NO YES 3 WALK 9 3 3 5 4 4 12 NO NO 5 YES 32780569
129 428 3 YES QUADRANT 2 NEAREST-NEIGHBOR NO YES 1 BORUVKA 19 3 17 11 7 5 61 YES NO 6 NO 37198705
129 289 5 YES NEAREST-NEIGHBOR 6 QUADRANT NO YES 5 GREEDY 20 3 7 3 3 4 431 YES NO 6 NO 32515597
129 408 1 NO QUADRANT 16 QUADRANT YES YES 3 BORUVKA 6 5 13 6 6 5 902 YES NO 4 YES 35123868
129 121 5 NO QUADRANT 10 QUADRANT NO NO 5 BORUVKA 5 2 17 8 7 1 808 YES NO 6 NO 36965668
129 56 5 NO DELAUNAY 3 QUADRANT YES NO 5 QUICK-BORUVKA 18 5 16 12 20 2 598 NO NO 3 NO 37206694
129 129 2 NO DELAUNAY 9 QUADRANT YES YES 1 WALK 19 5 17 3 6 4 148 YES NO 5 NO 32508477
129 306 1 NO QUADRANT 2 NEAREST-NEIGHBOR NO YES 3 QUICK-BORUVKA 10 5 9 2 14 3 965 NO NO 2 YES 32980313
129 82 4 NO DELAUNAY 11 QUADRANT YES NO 5 QUICK-BORUVKA 15 3 12 14 13 3 779 NO NO 2 YES 43225053
129 41 1 YES QUADRANT 3 QUADRANT YES YES 4 MOORE 7 2 18 5 15 5 100 YES NO 3 YES 33322685
129 278 4 YES ALPHA 18 QUADRANT NO NO 1 NEAREST-NEIGHBOR 8 1 11 5 4 3 107 NO NO 0 YES 38707530
129 308 0 YES QUADRANT 4 QUADRANT NO NO 1 SIERPINSKI 17 4 16 16 10 5 454 YES NO 6 YES 42398041
129 233 2 NO QUADRANT 12 NEAREST-NEIGHBOR YES YES 3 SIERPINSKI 4 3 12 14 9 5 334 NO NO 4 YES 42292254
129 182 3 NO NEAREST-NEIGHBOR 6 QUADRANT NO NO 4 SIERPINSKI 16 5 10 12 10 4 54 NO NO 3 YES 42073980
129 120 0 YES NEAREST-NEIGHBOR 14 NEAREST-NEIGHBOR YES YES 2 GREEDY 10 5 14 20 6 1 891 YES NO 2 YES 37548018
129 391 5 NO QUADRANT 17 QUADRANT NO YES 2 WALK 11 3 4 4 8 2 612 YES NO 2 YES 32680707
129 276 3 NO NEAREST-NEIGHBOR 4 QUADRANT YES NO 1 QUICK-BORUVKA 20 4 5 14 10 3 723 NO NO 3 YES 38047720
129 63 4 NO QUADRANT 17 NEAREST-NEIGHBOR NO YES 3 WALK 10 4 15 9 7 5 490 NO NO 3 NO 42611180
129 166 3 NO QUADRANT 6 NEAREST-NEIGHBOR NO NO 3 NEAREST-NEIGHBOR 5 2 19 2 4 2 763 NO NO 0 NO 32690442
129 324 3 NO QUADRANT 2 NEAREST-NEIGHBOR NO YES 5 MOORE 16 3 5 20 11 2 286 NO NO 4 NO 43679552
129 124 5 YES QUADRANT 16 QUADRANT YES YES 2 WALK 9 3 17 10 8 5 307 NO NO 6 YES 64988405
129 111 4 NO DELAUNAY 10 QUADRANT YES NO 3 BORUVKA 10 1 14 17 13 3 412 NO NO 4 YES 39314248
129 73 0 YES QUADRANT 15 NEAREST-NEIGHBOR NO NO 5 NEAREST-NEIGHBOR 13 1 10 5 14 5 897 NO NO 3 YES 34371882
129 202 0 YES ALPHA 0 QUADRANT NO NO 3 BORUVKA 19 2 4 9 2 1 813 YES NO 2 YES 34795376
129 348 5 YES ALPHA 20 QUADRANT NO YES 3 QUICK-BORUVKA 10 5 11 14 11 2 484 NO NO 5 YES 44558005
129 87 5 NO NEAREST-NEIGHBOR 3 QUADRANT NO NO 3 BORUVKA 15 1 11 19 17 4 244 NO NO 3 NO 37143164
129 375 3 YES DELAUNAY 13 QUADRANT YES NO 1 QUICK-BORUVKA 11 2 15 20 15 5 448 NO NO 6 YES 44670625
129 385 5 YES DELAUNAY 19 QUADRANT NO YES 2 SIERPINSKI 4 2 20 6 8 2 154 NO NO 3 YES 32578578
129 253 4 NO QUADRANT 15 NEAREST-NEIGHBOR YES YES 3 GREEDY 14 5 17 2 15 2 641 YES NO 0 NO 32699173
129 328 3 YES QUADRANT 14 QUADRANT NO NO 4 SIERPINSKI 16 2 3 13 15 1 283 NO NO 4 NO 41689781
129 484 2 NO DELAUNAY 16 QUADRANT YES YES 4 GREEDY 9 3 17 6 12 3 924 YES NO 3 NO 32717013
129 222 0 NO NEAREST-NEIGHBOR 20 NEAREST-NEIGHBOR YES YES 4 GREEDY 10 1 8 8 14 5 108 YES NO 0 NO 37370244
129 387 1 NO QUADRANT 3 NEAREST-NEIGHBOR YES NO 2 MOORE 5 1 20 10 4 2 733 YES NO 6 NO 43247118
129 201 4 YES ALPHA 10 QUADRANT NO YES 1 QUICK-BORUVKA 17 2 4 12 14 5 559 NO NO 3 NO 38703380
129 345 5 YES QUADRANT 16 QUADRANT YES NO 1 GREEDY 19 2 4 9 17 4 95 YES NO 3 NO 34690689
129 196 5 NO ALPHA 4 QUADRANT NO NO 1 MOORE 18 2 10 9 6 1 985 NO NO 3 YES 42757612
129 265 5 NO QUADRANT 2 NEAREST-NEIGHBOR NO YES 3 QUICK-BORUVKA 12 2 3 16 7 5 220 NO NO 0 NO 44484001
129 141 5 YES NEAREST-NEIGHBOR 3 QUADRANT YES YES 1 GREEDY 20 3 11 3 13 5 891 NO NO 2 NO 32639923
129 394 2 YES QUADRANT 7 QUADRANT NO YES 5 BORUVKA 6 5 12 14 19 4 193 NO NO 5 YES 37032549
129 49 5 YES NEAREST-NEIGHBOR 5 QUADRANT YES NO 3 SIERPINSKI 12 5 11 10 3 1 206 NO NO 0 YES 42336879
129 325 1 NO NEAREST-NEIGHBOR 14 NEAREST-NEIGHBOR NO YES 2 WALK 11 1 20 6 17 4 319 NO NO 2 YES 35230674
129 206 0 YES DELAUNAY 1 QUADRANT NO YES 5 BORUVKA 17 5 16 5 17 5 847 YES NO 6 YES 32696280
129 28 2 NO NEAREST-NEIGHBOR 15 NEAREST-NEIGHBOR YES YES 4 SIERPINSKI 20 1 19 12 2 5 741 NO NO 6 YES 42137453
129 223 2 YES DELAUNAY 8 NEAREST-NEIGHBOR NO YES 2 WALK 16 5 19 4 7 2 78 YES NO 6 NO 33353434
129 292 4 NO ALPHA 4 QUADRANT NO NO 3 GREEDY 5 5 4 6 2 4 624 YES NO 6 NO 32950989
129 398 2 YES NEAREST-NEIGHBOR 11 QUADRANT YES YES 2 NEAREST-NEIGHBOR 16 2 8 19 17 5 803 NO NO 6 NO 40099860
129 416 4 YES NEAREST-NEIGHBOR 2 QUADRANT YES NO 4 MOORE 6 1 20 17 13 1 605 NO NO 4 NO 43640006
129 118 2 YES DELAUNAY 14 NEAREST-NEIGHBOR YES YES 5 MOORE 12 2 16 12 3 4 555 NO NO 2 NO 39433353
129 290 4 YES NEAREST-NEIGHBOR 8 NEAREST-NEIGHBOR NO YES 1 WALK 11 3 3 15 6 5 652 YES NO 2 NO 118433888
129 494 5 YES QUADRANT 7 NEAREST-NEIGHBOR NO NO 3 NEAREST-NEIGHBOR 15 1 5 20 6 3 553 NO NO 4 NO 40511395
129 453 4 NO NEAREST-NEIGHBOR 12 NEAREST-NEIGHBOR NO YES 5 GREEDY 11 5 20 20 2 1 663 NO NO 4 NO 37548018
129 223 2 NO QUADRANT 9 NEAREST-NEIGHBOR YES YES 5 GREEDY 11 2 6 11 8 1 750 NO NO 0 YES 37719211
129 112 4 YES QUADRANT 5 NEAREST-NEIGHBOR NO NO 5 WALK 12 4 13 10 4 3 657 YES NO 0 NO 66489130
129 15 4 NO ALPHA 11 QUADRANT YES YES 1 GREEDY 15 4 19 8 6 3 207 YES NO 0 YES 33688534
129 98 1 YES ALPHA 3 QUADRANT YES YES 3 SIERPINSKI 17 2 10 11 13 4 371 YES NO 3 YES 34563020
129 486 2 YES DELAUNAY 6 NEAREST-NEIGHBOR NO YES 3 QUICK-BORUVKA 18 4 12 19 18 3 459 NO NO 3 YES 39835827
129 412 5 YES DELAUNAY 10 QUADRANT NO YES 4 QUICK-BORUVKA 9 1 11 18 12 4 724 YES NO 4 YES 43433054
129 82 5 YES QUADRANT 17 QUADRANT NO NO 5 MOORE 9 5 16 19 19 4 971 NO NO 6 YES 43442232
129 32 3 YES DELAUNAY 18 NEAREST-NEIGHBOR YES NO 5 WALK 15 4 16 9 5 3 82 YES NO 0 NO 61338654
129 441 3 NO DELAUNAY 18 NEAREST-NEIGHBOR YES NO 2 SIERPINSKI 13 3 11 8 7 4 965 YES NO 3 YES 41831472
129 274 4 YES QUADRANT 2 NEAREST-NEIGHBOR YES NO 1 NEAREST-NEIGHBOR 14 1 5 2 17 1 694 NO NO 2 NO 32742210
129 394 2 YES QUADRANT 10 NEAREST-NEIGHBOR YES YES 3 NEAREST-NEIGHBOR 6 3 16 8 6 5 792 YES NO 0 YES 36734356
129 177 5 YES NEAREST-NEIGHBOR 16 NEAREST-NEIGHBOR NO YES 5 MOORE 15 4 16 20 5 2 856 NO NO 6 NO 43642177
129 391 1 YES NEAREST-NEIGHBOR 19 NEAREST-NEIGHBOR NO YES 2 MOORE 17 5 16 14 11 5 559 YES NO 0 NO 43647267
129 146 3 YES DELAUNAY 8 QUADRANT NO NO 2 BORUVKA 16 2 18 5 20 2 217 YES NO 0 YES 34032101
129 227 1 YES ALPHA 2 QUADRANT NO NO 4 NEAREST-NEIGHBOR 10 1 17 6 8 3 380 YES NO 0 NO 34765334
129 145 2 NO ALPHA 8 QUADRANT NO NO 3 SIERPINSKI 11 3 10 15 18 2 120 NO NO 2 NO 42464711
129 10 2 NO NEAREST-NEIGHBOR 19 QUADRANT NO NO 4 WALK 18 1 16 20 9 2 487 YES NO 4 NO 117748164
129 289 5 YES QUADRANT 4 NEAREST-NEIGHBOR YES NO 4 NEAREST-NEIGHBOR 9 2 18 6 14 3 282 NO NO 5 YES 36002459
129 210 2 YES ALPHA 18 NEAREST-NEIGHBOR NO NO 3 SIERPINSKI 6 3 5 11 15 2 53 YES NO 0 NO 42390235
129 146 2 YES ALPHA 13 QUADRANT YES YES 5 BORUVKA 17 2 12 20 2 2 999 NO NO 4 YES 39126573
129 227 5 YES DELAUNAY 18 NEAREST-NEIGHBOR NO YES 4 BORUVKA 9 1 17 19 10 3 985 YES NO 2 YES 38563111
129 297 5 NO NEAREST-NEIGHBOR 1 QUADRANT NO NO 4 BORUVKA 18 3 4 16 12 5 587 NO NO 5 YES 38601214
129 43 2 YES DELAUNAY 15 NEAREST-NEIGHBOR NO YES 3 MOORE 15 1 6 10 8 3 876 NO NO 6 NO 38415729
129 352 2 YES NEAREST-NEIGHBOR 3 NEAREST-NEIGHBOR YES NO 5 GREEDY 6 4 10 11 11 5 445 YES NO 0 YES 37445087
129 264 4 NO ALPHA 0 QUADRANT NO NO 3 MOORE 12 4 18 6 2 1 693 YES NO 6 NO 33649756
129 153 2 YES NEAREST-NEIGHBOR 16 QUADRANT NO NO 5 SIERPINSKI 19 3 5 10 2 3 668 NO NO 0 YES 42239288
129 137 0 YES ALPHA 9 QUADRANT YES NO 4 NEAREST-NEIGHBOR 13 4 9 13 5 1 346 YES NO 4 NO 40783584
129 330 2 NO DELAUNAY 18 NEAREST-NEIGHBOR NO YES 3 QUICK-BORUVKA 11 2 19 3 3 3 820 NO NO 0 YES 32621199
129 398 5 YES DELAUNAY 20 QUADRANT NO YES 5 QUICK-BORUVKA 7 3 3 10 19 5 95 NO NO 6 YES 38623325
129 324 1 NO NEAREST-NEIGHBOR 12 NEAREST-NEIGHBOR YES YES 1 GREEDY 10 4 7 10 10 1 529 NO NO 3 YES 36594366
129 84 5 NO NEAREST-NEIGHBOR 15 NEAREST-NEIGHBOR NO YES 3 NEAREST-NEIGHBOR 9 4 4 18 11 2 142 NO NO 5 YES 40487569
129 164 5 YES ALPHA 10 QUADRANT NO NO 1 NEAREST-NEIGHBOR 17 2 15 2 2 2 540 NO NO 2 YES 32754837
129 86 3 NO DELAUNAY 14 QUADRANT YES NO 3 MOORE 19 2 14 16 16 5 810 YES NO 2 NO 43725972
129 323 0 YES NEAREST-NEIGHBOR 4 NEAREST-NEIGHBOR NO YES 4 MOORE 15 2 18 4 14 3 225 NO NO 2 NO 32549225
129 247 4 YES DELAUNAY 16 QUADRANT NO NO 2 QUICK-BORUVKA 10 2 20 6 8 3 218 YES NO 5 NO 34755355
129 41 5 YES NEAREST-NEIGHBOR 17 NEAREST-NEIGHBOR YES NO 5 GREEDY 15 4 15 11 17 2 340 NO NO 6 NO 36850609
129 250 2 NO ALPHA 19 QUADRANT NO NO 1 WALK 7 2 10 17 4 4 251 YES NO 5 NO 68179691
129 215 3 NO QUADRANT 20 QUADRANT YES NO 3 GREEDY 15 4 15 20 10 3 191 YES NO 4 YES 37855670
129 160 5 YES NEAREST-NEIGHBOR 18 NEAREST-NEIGHBOR YES NO 2 BORUVKA 14 5 19 16 20 3 170 NO NO 0 YES 36813875
129 224 2 YES ALPHA 1 NEAREST-NEIGHBOR YES YES 5 NEAREST-NEIGHBOR 9 5 14 12 11 4 37 YES NO 4 NO 34462312
129 483 1 YES NEAREST-NEIGHBOR 19 QUADRANT NO NO 4 GREEDY 12 3 5 12 12 2 311 NO NO 0 YES 37707133
129 488 5 NO NEAREST-NEIGHBOR 12 NEAREST-NEIGHBOR NO YES 5 SIERPINSKI 15 4 17 19 13 4 860 NO NO 4 YES 42151585
129 247 4 NO NEAREST-NEIGHBOR 11 QUADRANT NO YES 2 BORUVKA 20 1 11 17 12 3 713 NO NO 0 NO 37724538
129 345 3 NO ALPHA 19 NEAREST-NEIGHBOR YES NO 1 SIERPINSKI 7 2 7 2 4 4 748 NO NO 4 NO 33154704
129 498 0 YES ALPHA 5 NEAREST-NEIGHBOR YES YES 2 SIERPINSKI 8 5 15 11 10 2 873 NO NO 3 NO 40843578
129 428 2 YES NEAREST-NEIGHBOR 14 NEAREST-NEIGHBOR NO NO 5 BORUVKA 15 1 4 11 20 4 620 NO NO 2 NO 37040003
129 197 0 YES QUADRANT 2 QUADRANT YES NO 3 GREEDY 14 4 14 3 11 1 981 NO NO 6 YES 35963841
129 105 1 YES NEAREST-NEIGHBOR 8 NEAREST-NEIGHBOR NO YES 4 BORUVKA 6 4 20 17 13 1 480 NO NO 2 YES 37785772
129 312 1 YES DELAUNAY 19 QUADRANT NO YES 3 SIERPINSKI 19 5 9 15 11 4 513 NO NO 4 NO 41909131
129 336 4 NO QUADRANT 14 QUADRANT NO NO 2 MOORE 10 2 19 15 10 2 440 YES NO 3 YES 43323234
129 353 4 NO ALPHA 15 QUADRANT NO YES 3 MOORE 6 4 11 14 5 5 602 NO NO 6 YES 41478745
129 338 5 NO DELAUNAY 3 QUADRANT YES NO 4 BORUVKA 4 5 20 10 8 3 887 YES NO 0 YES 36998239
129 457 3 YES NEAREST-NEIGHBOR 14 QUADRANT NO NO 5 QUICK-BORUVKA 19 1 18 7 17 3 241 NO NO 6 YES 37196901
129 431 5 YES NEAREST-NEIGHBOR 1 QUADRANT NO NO 5 WALK 18 5 4 18 5 1 127 YES NO 0 NO 234102641
129 446 4 NO NEAREST-NEIGHBOR 0 NEAREST-NEIGHBOR NO NO 2 NEAREST-NEIGHBOR 19 2 20 13 18 3 434 YES NO 0 NO 39691771
129 142 1 YES QUADRANT 6 QUADRANT NO YES 5 GREEDY 10 2 13 18 16 4 499 YES NO 3 NO 37384614
